name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,board,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID,Custom,Voucher,Artist
"Last March of the Ents",8,"Sorcery",G,"ltr","172",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Noncreature: Enabler;Strict Ramp: Payoff","",112254,false,false,"John Tedrick"
"Selfless Squire",4,"Creature - Human Soldier",W,"c16","4",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Blink: Payoff;Strict Counters: Enabler;Strict Humans: Enabler","",-1,false,false,"Tony Foti"
"Zopandrel, Hunger Dominus",7,"Legendary Creature - Phyrexian Horror",G,"one","195",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Power Matters: Payoff;Strict Ramp: Glue","",106605,false,false,"Antonio José Manzanedo"
"Otharri, Suns' Glory",5,"Legendary Creature - Phoenix",RW,"onc","3",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Attack: Glue;Strict Lifegain: Enabler;Strict Reanimator: Payoff;Strict Tokens: Enabler","",-1,false,false,"Marta Nael"
"Bone Sabres",3,"Artifact - Equipment",G,"40k","88",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Artifacts: Enabler;Strict Attack: Enabler;Strict Counters: Enabler;Strict Equipment: Enabler;Strict Noncreature: Enabler","",108648,false,false,"David Auden Nash"
"Oko, Thief of Crowns",3,"Legendary Planeswalker - Oko",GU,"eld","197",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Artifacts: Enabler;Strict Noncreature: Enabler;Strict Theft: Enabler;Strict Tokens: Enabler","",78538,false,false,"Yongjae Choi"
"Deadeye Navigator",6,"Creature - Spirit",U,"avr","47",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Blink: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Ramp: Glue","",43913,false,false,"Tomasz Jedruszek"
"Starwinder",7,"Creature - Leviathan",U,"eoe","79",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Combat Damage: Enabler;Strict Draw: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",142771,false,false,"Devin Elle Kurtz"
"Mystic Confluence",5,"Instant",U,"c15","14",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Draw: Enabler;Strict Noncreature: Enabler","",-1,false,false,"Kieran Yanner"
"Shaman of the Great Hunt",4,"Creature - Orc Shaman",R,"frf","113",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Combat Damage: Enabler;Strict Counters: Enabler;Strict Draw: Enabler;Strict Power 4+: Enabler;Strict Power 4+: Payoff;Strict Power Matters: Enabler","",55576,false,false,"Ryan Alexander Lee"
"Mardu Siegebreaker",4,"Creature - Human Warrior",BRW,"tdm","206",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Blink: Payoff;Strict Humans: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Tokens: Enabler","",139373,false,false,"Chris Seaman"
"Mai, Scornful Striker",2,"Legendary Creature - Human Noble Ally",B,"tla","109",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Humans: Enabler","",144698,false,false,"Hori Airi"
"Tarrian's Journal",2,"Legendary Artifact - Book",B,"lci","126",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Dies: Enabler;Strict Discard: Enabler;Strict Draw: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Cast: Payoff;Strict Graveyard Types: Enabler;Strict Noncreature: Enabler;Strict Ramp: Enabler;Strict Reanimator: Enabler;Strict Sacrifice: Enabler","",118058,false,false,"Randy Gallegos"
"The Earth King",4,"Legendary Creature - Human Noble Ally",G,"tla","172",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Blink: Payoff;Strict Five-Color Domain: Enabler;Strict Humans: Enabler;Strict Landfall: Enabler;Strict Power 4+: Enabler;Strict Power 4+: Payoff;Strict Ramp: Enabler;Strict Tokens: Enabler","",144828,false,false,"Ryota Murayama"
"Assimilation Aegis",3,"Artifact - Equipment",UW,"otj","192",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Equipment: Enabler;Strict Noncreature: Enabler","",124295,false,false,"Matt Stewart"
"Booster Tutor",1,"Instant",B,"unh","51",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Noncreature: Enabler","",-1,false,false,"Christopher Rush"
"Brass's Tunnel-Grinder",3,"Legendary Artifact",R,"lci","135",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Discard: Enabler;Strict Draw: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Noncreature: Enabler;Strict Ramp: Enabler;Strict Reanimator: Enabler","",118082,false,false,"Cristi Balanescu"
"Breya's Apprentice",3,"Artifact Creature - Human Artificer",R,"mh2","117",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Artifacts: Payoff;Strict Blink: Payoff;Strict Dies: Enabler;Strict Humans: Enabler;Strict Sacrifice: Enabler;Strict Tokens: Enabler","",90607,false,false,"Aleksi Briclot"
"The Everflowing Well",3,"Legendary Artifact",U,"lci","56",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Draw: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Noncreature: Enabler;Strict Ramp: Enabler;Strict Reanimator: Enabler","",117904,false,false,"David Álvarez"
"Skysovereign, Consul Flagship",5,"Legendary Artifact - Vehicle",,"kld","234",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Artifacts: Enabler;Strict Attack: Enabler;Strict Blink: Payoff;Strict Damage: Enabler;Strict Noncreature: Enabler","",61795,false,false,"Jung Park"
"Jack-in-the-Mox",0,"Artifact",,"ugl","75",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Artifacts: Enabler;Strict Noncreature: Enabler;Strict Ramp: Enabler","",-1,false,false,"Dan Frazier"
"Overlord of the Boilerbilges",6,"Enchantment Creature - Avatar Horror",R,"dsk","146",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Attack: Enabler;Strict Blink: Payoff;Strict Damage: Enabler;Strict Enchantments: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",130423,false,false,"Helge C. Balzer"
"Seasoned Pyromancer",3,"Creature - Human Shaman",R,"mh1","145",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Blink: Payoff;Strict Discard: Enabler;Strict Draw: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Humans: Enabler;Strict Reanimator: Enabler;Strict Tokens: Enabler","",72662,false,false,"Cynthia Sheppard"
"Aether Channeler",3,"Creature - Human Wizard",U,"dmu","42",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Blink: Payoff;Strict Draw: Enabler;Strict Humans: Enabler;Strict Tokens: Enabler","",102560,false,false,"Caio Monteiro"
"Crackle with Power",2,"Sorcery",R,"stx","95",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Noncreature: Enabler","",88667,false,false,"Micah Epstein"
"Abstruse Appropriation",4,"Instant",,"mh3","177",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Noncreature: Enabler","",126371,false,false,"Jason Rainville"
"Lutri, the Spellchaser",3,"Legendary Creature - Elemental Otter",RU,"iko","227",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Blink: Payoff","",80463,false,false,"Lie Setiawan"
"Doors of Durin",5,"Legendary Artifact",GR,"ltr","199",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Artifacts: Enabler;Strict Attack: Glue;Strict Noncreature: Enabler","",112308,false,false,"Marc Simonetti"
"Seaside Citadel",0,"Land",,"ala","229",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"","",31015,false,false,"Volkan Baǵa"
"Savage Lands",0,"Land",,"ala","228",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"","",30945,false,false,"Vance Kovacs"
"Savage Lands",0,"Land",,"ala","228",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"","",30945,false,false,"Vance Kovacs"
"Stitch Together",2,"Sorcery",B,"jud","72",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Noncreature: Enabler","",17494,false,false,"Arnie Swekel"
"Blue Mage's Cane",3,"Artifact - Equipment",U,"fic","35",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Artifacts: Enabler;Strict Attack: Enabler;Strict Equipment: Enabler;Strict Noncreature: Enabler","",140061,false,false,"Eglė Mosakaitė"
"Dalek Drone",5,"Artifact Creature - Dalek",B,"who","64",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Artifacts: Enabler;Strict Blink: Payoff","",-1,false,false,"Bartek Fedyczak"
"Priest of Fell Rites",2,"Creature - Human Warlock",BW,"mh2","208",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Humans: Enabler;Strict Reanimator: Payoff","",90793,false,false,"Pauline Voss"
"Summon: Ixion",3,"Enchantment Creature - Saga Unicorn",W,"fic","27",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Blink: Payoff;Strict Counters: Enabler;Strict Enchantments: Enabler;Strict Lifegain: Enabler","",140045,false,false,"Ben Wootten"
"The Falcon, Airship Restored",3,"Legendary Artifact - Vehicle",B,"fic","45",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Combat Damage: Enabler;Strict Noncreature: Enabler;Strict Reanimator: Payoff","",140081,false,false,"Kotakan"
"General Ferrous Rokiric",3,"Legendary Creature - Human Soldier",RW,"mh2","198",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Humans: Enabler;Strict Power 4+: Enabler;Strict Tokens: Enabler","",90773,false,false,"Matt Stewart"
"Sephiroth, Fallen Hero",5,"Legendary Creature - Human Avatar Soldier",RW,"fic","92",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Dies: Enabler;Strict Equipment: Payoff;Strict Humans: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Reanimator: Payoff;Strict Sacrifice: Enabler","",140177,false,false,"Ittoku"
"Yuffie, Materia Hunter",3,"Legendary Creature - Human Ninja",R,"fic","65",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Blink: Payoff;Strict Equipment: Payoff;Strict Humans: Enabler;Strict Theft: Enabler","",140121,false,false,"Touge369"
"Umaro, Raging Yeti",6,"Legendary Creature - Yeti Berserker",R,"fic","63",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Damage: Enabler;Strict Discard: Enabler;Strict Draw: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Ramp: Glue;Strict Reanimator: Enabler","",140117,false,false,"Norikatsu Miyoshi"
"Angel of the Ruins",7,"Artifact Creature - Angel",W,"c21","11",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Discard: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Reanimator: Enabler","",89765,false,false,"Viko Menezes"
"See the Unwritten",6,"Sorcery",G,"ktk","149",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Noncreature: Enabler;Strict Power 4+: Payoff;Strict Ramp: Glue","",54408,false,false,"Ryan Barger"
"Talisman of Conviction",2,"Artifact",,"mh1","230",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Strict Artifacts: Enabler;Strict Noncreature: Enabler;Strict Ramp: Enabler","",72832,false,false,"Lindsey Look"
"Entomb",1,"Instant",B,"ody","132",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Noncreature: Enabler","",17047,false,false,"Ron Spears"
"Summon: Magus Sisters",5,"Enchantment Creature - Saga Faerie",G,"fic","71",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Blink: Payoff;Strict Counters: Enabler;Strict Enchantments: Enabler;Strict Lifegain: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",140133,false,false,"Rui Maruyama"
"Winter, Cynical Opportunist",4,"Legendary Creature - Human Warlock",BG,"dsc","7",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Graveyard Types: Payoff;Strict Humans: Enabler;Strict Reanimator: Enabler","",131415,false,false,"Andrey Kuzinskiy"
"Nadu, Winged Wisdom",3,"Legendary Creature - Bird Wizard",GU,"mh3","193",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value","",126403,false,false,"Daren Bader"
"Hullbreaker Horror",7,"Creature - Kraken Horror",U,"vow","63",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Ramp: Glue","",94432,false,false,"Svetlin Velinov"
"Leyline Binding",6,"Enchantment",W,"dmu","24",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Blink: Payoff;Strict Enchantments: Enabler;Strict Five-Color Domain: Payoff;Strict Noncreature: Enabler","",102524,false,false,"Cristi Balanescu"
"Detective's Phoenix",3,"Enchantment Creature - Phoenix",R,"mh3","116",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Enchantments: Enabler;Strict Graveyard Cast: Payoff","",126249,false,false,"Deruchenko Alexander"
"Scarlet Witch, Chaotic Avenger",4,"Legendary Creature - Mutant Warlock Hero",RU,"msc","93",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Combat Damage: Enabler","",150625,false,false,"Solan"
"Inti, Seneschal of the Sun",2,"Legendary Creature - Human Knight",R,"lci","156",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Counters: Enabler;Strict Discard: Enabler;Strict Discard: Payoff;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Humans: Enabler;Strict Reanimator: Enabler","",118132,false,false,"Victor Adame Minguez"
"Orcish Bowmasters",2,"Creature - Orc Archer",B,"ltr","103",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Blink: Payoff;Strict Damage: Enabler;Strict Draw: Enabler","",112116,false,false,"Maxim Kostin"
"Ancient Adamantoise",8,"Creature - Turtle",G,"fin","172",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Dies: Payoff;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Ramp: Payoff;Strict Tokens: Enabler","",141283,false,false,"Kevin Glint"
"Decadent Dragon",4,"Creature - Dragon",R,"woe","223",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Attack: Enabler;Strict Opponent Cards: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Tokens: Enabler","",116796,false,false,"Wylie Beckert"
"Avatar's Wrath",4,"Sorcery",W,"tla","12",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Noncreature: Enabler;Strict Taxes: Enabler","",144500,false,false,"Ainezu"
"Braids, Cabal Minion",4,"Legendary Creature - Human Minion",B,"ody","117",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Humans: Enabler","",16749,false,false,"Eric Peterson"
"Academy Manufactor",3,"Artifact Creature - Assembly-Worker",,"mh2","219",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Tokens: Payoff","",90819,false,false,"Campbell White"
"Bilbo, Luckwearer",2,"Legendary Creature - Halfling Rogue",U,"hob","32",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Combat Damage: Enabler;Strict Discard: Enabler;Strict Draw: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Reanimator: Enabler;Strict Theft: Enabler","",153982,false,false,"Anna Steinbauer"
"Enlightened Tutor",1,"Instant",W,"mir","14",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Glue;Strict Noncreature: Enabler","",6947,false,false,"Dan Frazier"
"Origin of Metalbending",2,"Instant - Lesson",G,"tla","187",common,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Counters: Enabler;Strict Noncreature: Enabler","",144860,false,false,"Pauline Voss"
"Jumbo Cactuar",7,"Creature - Plant",G,"fin","191",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Attack: Enabler;Strict Ramp: Glue","",141323,false,false,"Jason Kiantoro"
"Time of Need",2,"Sorcery",G,"chk","247",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Noncreature: Enabler","",21283,false,false,"Dany Orizio"
"Shadow in the Warp",3,"Enchantment",GR,"40k","140",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Damage: Enabler;Strict Enchantments: Enabler;Strict Noncreature: Enabler","",108752,false,false,"Kim Sokol"
"Flamerush Rider",5,"Creature - Human Warrior",R,"frf","99",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Attack: Enabler;Strict Attack: Glue;Strict Humans: Enabler;Strict Tokens: Enabler","",55612,false,false,"Min Yum"
"Thriving Grove",0,"Land",,"jmp","34",common,null,Not Owned,Non-foil,mainboard,false,,,"","",81815,false,false,"Ravenna Tran"
"Thriving Isle",0,"Land",,"jmp","36",common,null,Not Owned,Non-foil,mainboard,false,,,"","",81819,false,false,"Jonas De Ro"
"Thriving Moor",0,"Land",,"jmp","37",common,null,Not Owned,Non-foil,mainboard,false,,,"","",81821,false,false,"Titus Lunter"
"Mog, Moogle Warrior",3,"Legendary Creature - Moogle Warrior",RW,"fic","89",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Counters: Enabler;Strict Discard: Payoff;Strict Draw: Enabler;Strict Lifegain: Enabler;Strict Tokens: Enabler","",140171,false,false,"OTUMAMI"
"Gau, Feral Youth",2,"Legendary Creature - Human Berserker",R,"fic","55",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Attack: Enabler;Strict Counters: Enabler;Strict Damage: Enabler;Strict Humans: Enabler;Strict Power Matters: Payoff","",140101,false,false,"Eglė Mosakaitė"
"Shadow, Mysterious Assassin",3,"Legendary Creature - Human Assassin",B,"fic","50",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Combat Damage: Enabler;Strict Dies: Enabler;Strict Draw: Enabler;Strict Humans: Enabler;Strict Sacrifice: Enabler","",140091,false,false,"Wisnu Tan"
"Wakka, Devoted Guardian",4,"Legendary Creature - Human Warrior",GW,"fic","97",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Combat Damage: Enabler;Strict Counters: Enabler;Strict Humans: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",140187,false,false,"Kieran Yanner"
"Evolving Wilds",0,"Land",,"roe","228",common,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Five-Color Domain: Enabler;Strict Landfall: Enabler","",36440,false,false,"Steven Belledin"
"Narfi, Betrayer King",5,"Legendary Snow Creature - Zombie Wizard",BU,"khm","224",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Reanimator: Payoff","",87791,false,false,"Daarken"
"Sabin, Master Monk",5,"Legendary Creature - Human Noble Monk",R,"fic","57",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Discard: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Cast: Payoff;Strict Graveyard Types: Enabler;Strict Humans: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Reanimator: Enabler","",140105,false,false,"Kevin Glint"
"Terramorphic Expanse",0,"Land",,"tsp","279",common,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Five-Color Domain: Enabler;Strict Landfall: Enabler","",25785,false,false,"Dan Murayama Scott"
"Exalted Flamer of Tzeentch",4,"Creature - Demon",RU,"40k","119",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Damage: Enabler","",108710,false,false,"Alexey Kruglov"
"Talisman of Hierarchy",2,"Artifact",,"mh1","233",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Strict Artifacts: Enabler;Strict Noncreature: Enabler;Strict Ramp: Enabler","",72838,false,false,"Lindsey Look"
"Talisman of Progress",2,"Artifact",,"mrd","256",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Strict Artifacts: Enabler;Strict Noncreature: Enabler;Strict Ramp: Enabler","",19677,false,false,"Mike Dringenberg"
"Talisman of Indulgence",2,"Artifact",,"mrd","255",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Strict Artifacts: Enabler;Strict Noncreature: Enabler;Strict Ramp: Enabler","",19681,false,false,"Mike Dringenberg"
"Ash Barrens",0,"Land",,"c16","56",common,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Discard: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Reanimator: Enabler","",-1,false,false,"Jonas De Ro"
"Xu-Ifit, Osteoharmonist",3,"Legendary Creature - Human Wizard",B,"eoe","127",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Humans: Enabler;Strict Reanimator: Payoff","",142867,false,false,"Michal Ivan"
"Demonic Tutor",2,"Sorcery",B,"lea","104",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Noncreature: Enabler","",-1,false,false,"Douglas Shuler"
"Vampiric Tutor",1,"Instant",B,"vis","72",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Noncreature: Enabler","",7777,false,false,"Gary Leach"
"Imperial Seal",1,"Sorcery",B,"ptk","78",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Noncreature: Enabler","",-1,false,false,"Li Tie"
"Worldly Tutor",1,"Instant",G,"mir","255",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Noncreature: Enabler","",7445,false,false,"David O'Connor"
"Enlightened Tutor",1,"Instant",W,"mir","14",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Glue;Strict Noncreature: Enabler","",6947,false,false,"Dan Frazier"
"Twilight's Call",6,"Sorcery",B,"inv","130",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Noncreature: Enabler;Strict Ramp: Glue","",14645,false,false,"Mark Romanoski"
"Graveyard Trespasser",3,"Creature - Human Werewolf",B,"mid","104",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Attack: Enabler;Strict Blink: Payoff;Strict Humans: Enabler;Strict Lifegain: Enabler","",93164,false,false,"Chris Rallis"
"Cankerbloom",2,"Creature - Phyrexian Fungus",G,"one","161",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Counters: Glue","",106537,false,false,"Nicholas Gregory"
"Timetwister",3,"Sorcery",U,"lea","84",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Noncreature: Enabler","",819,false,false,"Mark Tedin"
"Wheel of Fortune",3,"Sorcery",R,"lea","183",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Noncreature: Enabler","",-1,false,false,"Daniel Gelon"
"Saw in Half",3,"Instant",B,"unf","88",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Noncreature: Enabler","",115698,false,false,"Sebastian Giacobino"
"Gamble",1,"Sorcery",R,"usg","188",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Discard: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Noncreature: Enabler;Strict Reanimator: Enabler","",12067,false,false,"Andrew Goldhawk"
"Elesh Norn, Grand Cenobite",7,"Legendary Creature - Phyrexian Praetor",W,"nph","9",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Ramp: Glue","",39712,false,false,"Igor Kieryluk"
"Unearth",1,"Sorcery",B,"ulg","72",common,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Discard: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Noncreature: Enabler;Strict Reanimator: Enabler;Strict Reanimator: Payoff","",12585,false,false,"Don Hazeltine"
"Birthing Pod",4,"Artifact",G,"nph","104",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Dies: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Noncreature: Enabler;Strict Reanimator: Enabler;Strict Sacrifice: Enabler","",39796,false,false,"Daarken"
"Elspeth Conquers Death",5,"Enchantment - Saga",W,"thb","13",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Blink: Payoff;Strict Counters: Enabler;Strict Enchantments: Enabler;Strict Noncreature: Enabler;Strict Reanimator: Payoff;Strict Taxes: Enabler","",79150,false,false,"Ryan Yee"
"Ragged Short Spear",2,"Artifact - Equipment",R,"hob","108",common,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Discard: Enabler;Strict Draw: Enabler;Strict Equipment: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Noncreature: Enabler;Strict Reanimator: Enabler","",154150,false,false,"Miklós Ligeti"
"Morska, Undersea Sleuth",3,"Legendary Creature - Vedalken Fish Detective",GUW,"mkc","3",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Counters: Enabler;Strict Draw: Payoff","",122864,false,false,"Ekaterina Burmak"
"Morlun, Devourer of Spiders",2,"Legendary Creature - Vampire Villain",B,"spm","59",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Blink: Payoff;Strict Counters: Enabler;Strict Damage: Enabler;Strict Lifegain: Enabler","",153357,false,false,"Randy Gallegos"
"Runescale Stormbrood",4,"Creature - Dragon",R,"tdm","221",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Noncreature: Payoff","",139405,false,false,"Loïc Canavaggia"
"Emrakul, the Promised End",13,"Legendary Creature - Eldrazi",,"emn","6",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Strict Power 4+: Enabler;Strict Power Matters: Enabler","",61068,false,false,"Jaime Jones"
"Thundering Falls",0,"Land - Island Mountain",,"mkm","269",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Five-Color Domain: Enabler","",122030,false,false,"Grady Frederick"
"Crumbling Necropolis",0,"Land",,"ala","222",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"","",31183,false,false,"Dave Kendall"
